from_stop_id,to_stop_id,transfer_type,min_transfer_time,from_trip_id,to_trip_id
11712,11712,4,0,14013783,14013391
11712,11712,4,0,14013784,14013390
11712,11712,4,0,14013785,14013389
11712,11712,4,0,14013786,14013388
11712,11712,4,0,14013787,14013387
11712,11712,4,0,14013788,14013386
11712,11712,4,0,14013789,14013385
11712,11712,4,0,14013790,14013384
11712,11712,4,0,14013791,14013383
11712,11712,4,0,14013792,14013382
11712,11712,4,0,14013793,14013381
11712,11712,4,0,14013794,14013380
11712,11712,4,0,14013795,14013379
11712,11712,4,0,14013796,14013378
11712,11712,4,0,14013797,14013377
11712,11712,4,0,14013798,14013371
11712,11712,4,0,14013799,14013370
11712,11712,4,0,14013800,14013369
11712,11712,4,0,14013801,14013368
11712,11712,4,0,14013802,14013367
11712,11712,4,0,14013803,14013366
11712,11712,4,0,14013804,14013365
11712,11712,4,0,14013805,14013364
11712,11712,4,0,14013806,14013363
11712,11712,4,0,14013807,14013376
11712,11712,4,0,14013808,14013375
11712,11712,4,0,14013809,14013374
11712,11712,4,0,14013810,14013373
11712,11712,4,0,14013811,14013372
11712,11712,4,0,14013812,14013362
11712,11712,4,0,14013813,14013361
11712,11712,4,0,14013814,14013395
11712,11712,4,0,14013815,14013360
11712,11712,4,0,14013816,14013359
11712,11712,4,0,14013817,14013358
11712,11712,4,0,14013818,14013357
11712,11712,4,0,14013819,14013356
11712,11712,4,0,14013820,14013355
11712,11712,4,0,14013821,14013354
11712,11712,4,0,14013822,14013353
11712,11712,4,0,14013823,14013352
11712,11712,4,0,14013824,14013404
11712,11712,4,0,14013825,14013393
11712,11712,4,0,14013826,14013397
11712,11712,4,0,14013827,14013401
11712,11712,4,0,14013828,14013420
11712,11712,4,0,14013829,14013421
11712,11712,4,0,14013904,14013504
11712,11712,4,0,14013905,14013505
11712,11712,4,0,14013906,14013506
11712,11712,4,0,14013907,14013507
11712,11712,4,0,14013908,14013508
11712,11712,4,0,14013909,14013509
11712,11712,4,0,14013910,14013510
11712,11712,4,0,14013911,14013511
11712,11712,4,0,14013912,14013512
11712,11712,4,0,14013913,14013513
11712,11712,4,0,14013914,14013514
11712,11712,4,0,14013915,14013515
11712,11712,4,0,14013916,14013516
11712,11712,4,0,14013917,14013517
11712,11712,4,0,14013918,14013518
11712,11712,4,0,14013919,14013519
11712,11712,4,0,14013920,14013520
11712,11712,4,0,14013921,14013521
11712,11712,4,0,14013922,14013522
11712,11712,4,0,14013923,14013523
11712,11712,4,0,14013924,14013524
11712,11712,4,0,14013925,14013525
11712,11712,4,0,14013926,14013526
11712,11712,4,0,14013927,14013527
11712,11712,4,0,14013928,14013528
11712,11712,4,0,14013929,14013529
11712,11712,4,0,14013930,14013530
11712,11712,4,0,14013931,14013531
11712,11712,4,0,14013932,14013532
11712,11712,4,0,14013933,14013533
11712,11712,4,0,14013934,14013534
11712,11712,4,0,14013935,14013535
11712,11712,4,0,14013936,14013536
11712,11712,4,0,14013937,14013537
11712,11712,4,0,14013938,14013538
11712,11712,4,0,14013939,14013539
11712,11712,4,0,14013940,14013540
11712,11712,4,0,14013941,14013541
11712,11712,4,0,14013942,14013542
11712,11712,4,0,14013943,14013543
11712,11712,4,0,14013944,14013544
11712,11712,4,0,14013945,14013545
11712,11712,4,0,14013946,14013546
11712,11712,4,0,14013947,14013547
11712,11712,4,0,14013948,14013548
11712,11712,4,0,14013949,14013549
11712,11712,4,0,14013950,14013550
11712,11712,4,0,14013951,14013551
11712,11712,4,0,14013952,14013552
11712,11712,4,0,14013953,14013553
11712,11712,4,0,14013954,14013554
11712,11712,4,0,14013955,14013555
11712,11712,4,0,14013956,14013556
11712,11712,4,0,14013957,14013557
11712,11712,4,0,14013958,14013502
11712,11712,4,0,14013959,14013558
11712,11712,4,0,14013960,14013559
11712,11712,4,0,14013961,14013560
11712,11712,4,0,14013962,14013561
11712,11712,4,0,14013963,14013562
11712,11712,4,0,14013964,14013563
11712,11712,4,0,14013965,14013564
11712,11712,4,0,14013966,14013565
11712,11712,4,0,14013967,14013566
11712,11712,4,0,14014034,14013637
11712,11712,4,0,14014035,14013638
11712,11712,4,0,14014036,14013639
11712,11712,4,0,14014037,14013640
11712,11712,4,0,14014038,14013641
11712,11712,4,0,14014039,14013642
11712,11712,4,0,14014040,14013643
11712,11712,4,0,14014041,14013644
11712,11712,4,0,14014042,14013645
11712,11712,4,0,14014043,14013646
11712,11712,4,0,14014044,14013647
11712,11712,4,0,14014045,14013648
11712,11712,4,0,14014046,14013649
11712,11712,4,0,14014047,14013650
11712,11712,4,0,14014048,14013651
11712,11712,4,0,14014049,14013652
11712,11712,4,0,14014050,14013653
11712,11712,4,0,14014051,14013654
11712,11712,4,0,14014052,14013655
11712,11712,4,0,14014053,14013656
11712,11712,4,0,14014054,14013657
11712,11712,4,0,14014055,14013658
11712,11712,4,0,14014056,14013659
11712,11712,4,0,14014057,14013660
11712,11712,4,0,14014058,14013661
11712,11712,4,0,14014059,14013662
11712,11712,4,0,14014060,14013663
11712,11712,4,0,14014061,14013664
11712,11712,4,0,14014062,14013665
11712,11712,4,0,14014063,14013666
11712,11712,4,0,14014064,14013667
11712,11712,4,0,14014065,14013668
11712,11712,4,0,14014066,14013669
11712,11712,4,0,14014067,14013670
11712,11712,4,0,14014068,14013671
11712,11712,4,0,14014069,14013672
11712,11712,4,0,14014070,14013673
11712,11712,4,0,14014071,14013674
11712,11712,4,0,14014072,14013675
11712,11712,4,0,14014073,14013676
11712,11712,4,0,14014074,14013677
11712,11712,4,0,14014075,14013678
11712,11712,4,0,14014076,14013679
11712,11712,4,0,14014077,14013680
11712,11712,4,0,14014078,14013681
11712,11712,4,0,14014079,14013682
11712,11712,4,0,14014080,14013683
11712,11712,4,0,14014081,14013684
11712,11712,4,0,14014082,14013685
11712,11712,4,0,14014083,14013686
11712,11712,4,0,14014084,14013687
11712,11712,4,0,14014085,14013688
11712,11712,4,0,14014086,14013689
11712,11712,4,0,14014087,14013690
11712,11712,4,0,14014088,14013691
11712,11712,4,0,14014089,14013692
11712,11712,4,0,14014090,14013693
11712,11712,4,0,14014091,14013694
11713,11710,0,240,,
11713,11712,0,240,,
11713,11714,0,240,,
11713,11715,0,240,,
11713,11716,0,240,,
11713,8053,0,240,,
11713,8064,0,240,,
11714,11710,0,240,,
11714,11712,0,240,,
11714,11714,0,240,,
11714,11715,0,240,,
11714,11716,0,240,,
11714,11718,0,240,,
11714,8053,0,240,,
11714,8064,0,240,,
11715,11710,0,240,,
11715,11712,0,240,,
11715,11714,0,240,,
11715,11715,0,240,,
11715,11716,0,240,,
11719,11710,0,240,,
11719,11715,0,240,,
11719,11716,0,240,,
11719,11718,0,240,,
11719,8053,0,240,,
11719,8064,0,240,,
1172,1170,2,480,,
1172,1175,2,480,,
1173,12405,2,300,,
1173,12409,2,300,,
1173,12410,2,300,,
1173,12411,2,300,,
1173,2016,0,240,,
1173,2414,0,240,,
1173,2523,0,240,,
1173,2671,0,240,,
1173,2717,2,120,,
1173,2761,0,240,,
1173,2833,0,240,,
1173,8049,2,300,,
1173,8068,2,300,,
11733,2269,0,240,,
11739,11736,2,300,,
11739,11739,0,240,,
11739,12386,0,240,,
11754,10629,0,240,,
11759,11759,0,240,,
11760,10958,2,360,,
11760,11759,0,240,,
11765,11710,0,240,,
11765,11712,0,240,,
11765,11714,0,240,,
11765,11715,0,240,,
11765,11716,0,240,,
11765,8053,0,240,,
11765,8064,0,240,,
11785,11653,2,480,,
11792,12358,2,420,,
11792,12361,2,420,,
11792,12362,2,360,,
11792,12363,2,360,,
11793,12358,2,300,,
11793,12361,2,300,,
11793,12362,2,300,,
11793,12363,2,300,,
11794,12358,2,300,,
11794,12361,2,300,,
11794,12363,2,300,,
11798,11799,0,240,,
11798,11801,0,240,,
11798,11802,0,240,,
11798,11807,0,240,,
11798,11808,0,240,,
11798,11810,0,240,,
11798,11811,0,240,,
11801,11799,0,240,,
11801,11802,0,240,,
11801,11806,0,240,,
11801,11807,0,240,,
11801,11808,0,240,,
11801,11810,0,240,,
11801,11811,0,240,,
11802,11798,0,240,,
11802,11801,0,240,,
11802,11806,0,240,,
11802,11807,0,240,,
11802,11808,0,240,,
11802,11811,0,240,,
11805,11798,0,240,,
11805,11799,0,240,,
11805,11801,0,240,,
11805,11802,0,240,,
11805,11806,0,240,,
11805,11807,0,240,,
11805,11808,0,240,,
11805,11810,0,240,,
11805,11811,0,240,,
11806,11799,0,240,,
11806,11801,0,240,,
11806,11802,0,240,,
11806,11807,0,240,,
11806,11808,0,240,,
11806,11810,0,240,,
11806,11811,0,240,,
11807,11798,0,240,,
11807,11799,0,240,,
11807,11801,0,240,,
11807,11802,0,240,,
11807,11806,0,240,,
11808,11798,0,240,,
11808,11799,0,240,,
11808,11801,0,240,,
11808,11802,0,240,,
11808,11806,0,240,,
11808,11810,0,240,,
11808,11811,0,240,,
1181,1181,0,240,,
11810,11798,0,240,,
11810,11799,0,240,,
11810,11801,0,240,,
11810,11806,0,240,,
11810,11807,0,240,,
11810,11808,0,240,,
11810,11811,0,240,,
11827,11827,0,240,,
11827,3317,0,240,,
11843,12380,2,360,,
11858,11860,0,240,,
11858,11861,2,300,,
11858,12949,0,240,,
11858,5593,0,240,,
11858,5633,0,240,,
11858,5743,0,240,,
11858,6000,0,240,,
11858,6077,0,240,,
1186,1187,0,240,,
1186,12665,2,300,,
1186,12666,2,300,,
1186,1648,0,240,,
11860,11858,0,240,,
11860,11861,0,240,,
11860,12949,0,240,,
11860,5464,0,240,,
11860,5509,0,240,,
11860,5593,0,240,,
11860,5633,0,240,,
11860,5700,0,240,,
11860,5743,0,240,,
11860,6000,0,240,,
11860,6077,0,240,,
11866,11867,0,240,,
11866,4461,0,240,,
11866,4491,0,240,,
11866,4660,0,240,,
11867,11867,0,240,,
11867,4461,0,240,,
1187,1160,0,240,,
1187,1186,0,240,,
11874,11874,0,240,,
11874,12567,0,240,,
11874,12836,2,360,,
11874,1401,2,360,,
11874,8750,0,240,,
11874,8759,2,300,,
11875,11874,2,360,,
11875,11875,0,240,,
11875,8750,2,360,,
11875,8759,2,360,,
11878,11874,2,360,,
11878,12567,2,360,,
11878,8750,2,420,,
11878,8759,2,420,,
11879,11878,2,360,,
11879,12567,2,360,,
11879,12836,2,420,,
11879,1401,2,420,,
11882,10880,0,240,,
11882,10881,0,240,,
11882,11764,2,300,,
11882,11882,0,240,,
11882,5045,0,240,,
11882,5122,0,240,,
11882,5262,0,240,,
11882,5494,0,240,,
11882,5667,0,240,,
11882,5768,0,240,,
11882,5769,0,240,,
11882,5793,0,240,,
11882,5891,0,240,,
11882,6467,0,240,,
11882,8057,0,240,,
11882,8060,0,240,,
1190,1617,0,240,,
1190,1683,0,240,,
11903,11901,0,240,,
11903,11903,0,240,,
11903,12428,0,240,,
11906,2266,0,240,,
11906,2323,0,240,,
11909,2266,0,240,,
11909,2323,0,240,,
11911,11911,0,240,,
11911,1429,0,240,,
11911,1444,0,240,,
11929,11091,2,360,,
11929,4329,2,300,,
11932,6661,0,240,,
11932,8283,2,420,,
11932,8483,2,480,,
11940,11941,0,240,,
11940,11942,0,240,,
11940,11943,0,240,,
11940,12022,0,240,,
11940,12230,0,240,,
11940,12332,0,240,,
11940,8033,2,120,,
11949,11949,0,240,,
11949,11957,0,240,,
1195,1158,0,240,,
1195,1195,0,240,,
11958,11950,0,240,,
11958,12285,0,240,,
11959,11952,0,240,,
11962,7645,2,540,,
11964,9376,0,240,,
1197,1070,2,300,,
1197,1156,2,300,,
1197,1197,0,240,,
1198,665,0,240,,
1198,704,0,240,,
11998,11032,0,240,,
1202,1307,2,360,,
1202,1355,0,240,,
12020,11941,0,240,,
12020,11942,0,240,,
12020,11943,0,240,,
12020,12022,0,240,,
12020,12230,0,240,,
12020,12231,0,240,,
12020,12332,0,240,,
12020,8020,2,120,,
12026,10467,2,360,,
12026,10513,2,360,,
12026,11119,2,480,,
12036,10399,2,180,,
12036,11302,2,420,,
12036,11526,0,240,,
12036,12036,2,120,,
12036,4495,2,300,,
12036,4882,2,480,,
12036,77,0,240,,
12036,8035,2,600,,
12036,8041,2,420,,
12043,7644,2,420,,
12054,10819,0,240,,
12054,10823,0,240,,
1206,785,2,300,,
1206,850,2,360,,
12063,12065,2,300,,
12063,12066,2,300,,
12064,12066,2,300,,
12065,12063,2,300,,
12065,12064,2,300,,
12066,12063,2,300,,
12066,12064,2,300,,
12080,11471,2,360,,
12080,13007,2,300,,
12122,4340,0,240,,
12134,12891,2,300,,
12134,797,0,240,,
12139,12139,0,240,,
12155,12155,0,240,,
12155,12695,2,300,,
12155,12916,2,300,,
12155,5042,0,240,,
12155,8059,0,240,,
12168,301,2,300,,
12168,646,0,240,,
12168,744,2,300,,
12172,12495,2,360,,
12172,2095,2,300,,
12173,5352,2,300,,
12173,7095,2,300,,
12173,7166,2,300,,
12173,7214,2,300,,
12173,7259,0,240,,
1218,2000,0,240,,
1218,2035,0,240,,
122,122,0,240,,
122,1276,2,300,,
122,1510,2,300,,
12204,7296,2,300,,
12205,12205,0,240,,
12205,6730,2,300,,
12205,6734,2,360,,
12206,12207,2,360,,
12207,12206,2,300,,
12207,12207,0,240,,
12207,12220,2,360,,
12207,6730,2,600,,
12209,12210,0,240,,
12209,12211,0,240,,
12209,12212,0,240,,
12209,12228,0,240,,
12209,12229,0,240,,
12209,3155,0,240,,
12209,3242,2,300,,
12213,12213,4,0,14022666,14022933
12213,12213,4,0,14022667,14022934
12213,12213,4,0,14022668,14022935
12213,12213,4,0,14022669,14022936
12213,12213,4,0,14022670,14022937
12213,12213,4,0,14022671,14022938
12213,12213,4,0,14022672,14022939
12213,12213,4,0,14022673,14022940
12213,12213,4,0,14022674,14022897
12213,12213,4,0,14022675,14022898
12213,12213,4,0,14022676,14022925
12213,12213,4,0,14022677,14022917
12213,12213,4,0,14022678,14022918
12213,12213,4,0,14022679,14022919
12213,12213,4,0,14022680,14022920
12213,12213,4,0,14022681,14022921
12213,12213,4,0,14022682,14022922
12213,12213,4,0,14022683,14022923
12213,12213,4,0,14022684,14022924
12213,12213,4,0,14022685,14022926
12213,12213,4,0,14022686,14022927
12213,12213,4,0,14022687,14022928
12213,12213,4,0,14022688,14022929
12213,12213,4,0,14022689,14022930
12213,12213,4,0,14022690,14022931
12213,12213,4,0,14022691,14022932
12213,12213,4,0,14022692,14022900
12213,12213,4,0,14022693,14022901
12213,12213,4,0,14022694,14022902
12213,12213,4,0,14022695,14022899
12213,12213,4,0,14022696,14022914
12213,12213,4,0,14022697,14022915
12213,12213,4,0,14022698,14022916
12213,12213,4,0,14022699,14022903
12213,12213,4,0,14022700,14022904
12213,12213,4,0,14022701,14022905
12213,12213,4,0,14022702,14022906
12213,12213,4,0,14022703,14022907
12213,12213,4,0,14022704,14022908
12213,12213,4,0,14022705,14022909
12213,12213,4,0,14022706,14022910
12213,12213,4,0,14022707,14022911
12213,12213,4,0,14022708,14022912
12213,12213,4,0,14022709,14022913
12213,12213,4,0,14022755,14022977
12213,12213,4,0,14022756,14022978
12213,12213,4,0,14022757,14022986
12213,12213,4,0,14022758,14022987
12213,12213,4,0,14022759,14022981
12213,12213,4,0,14022760,14022982
12213,12213,4,0,14022761,14022983
12213,12213,4,0,14022762,14022984
12213,12213,4,0,14022763,14022985
12213,12213,4,0,14022764,14022988
12213,12213,4,0,14022765,14022989
12213,12213,4,0,14022766,14022991
12213,12213,4,0,14022767,14022992
12213,12213,4,0,14022768,14022993
12213,12213,4,0,14022769,14022994
12213,12213,4,0,14022770,14022995
12213,12213,4,0,14022771,14022996
12213,12213,4,0,14022772,14022997
12213,12213,4,0,14022773,14022999
12213,12213,4,0,14022774,14023001
12213,12213,4,0,14022775,14022998
12213,12213,4,0,14022776,14023000
12213,12213,4,0,14022777,14022990
12213,12213,4,0,14022778,14022972
12213,12213,4,0,14022779,14022973
12213,12213,4,0,14022780,14022974
12213,12213,4,0,14022781,14022975
12213,12213,4,0,14022782,14022976
12213,12213,4,0,14022783,14022979
12213,12213,4,0,14022784,14022980
12213,12213,4,0,14022816,14023031
12213,12213,4,0,14022817,14023032
12213,12213,4,0,14022818,14023033
12213,12213,4,0,14022819,14023034
12213,12213,4,0,14022820,14023035
12213,12213,4,0,14022821,14023036
12213,12213,4,0,14022822,14023037
12213,12213,4,0,14022823,14023020
12213,12213,4,0,14022824,14023023
12213,12213,4,0,14022825,14023024
12213,12213,4,0,14022826,14023025
12213,12213,4,0,14022827,14023026
12213,12213,4,0,14022828,14023027
12213,12213,4,0,14022829,14023028
12213,12213,4,0,14022830,14023030
12213,12213,4,0,14022831,14023029
12213,12213,4,0,14022832,14023021
12213,12213,4,0,14022833,14023022
12213,12213,4,0,14120864,14120866
12214,12214,4,0,14022852,14022712
12214,12214,4,0,14022853,14022710
12214,12214,4,0,14022854,14022711
12214,12214,4,0,14022855,14022713
12214,12214,4,0,14022856,14022714
12214,12214,4,0,14022857,14022715
12214,12214,4,0,14022858,14022716
12214,12214,4,0,14022859,14022717
12214,12214,4,0,14022860,14022718
12214,12214,4,0,14022861,14022719
12214,12214,4,0,14022862,14022720
12214,12214,4,0,14022863,14022721
12214,12214,4,0,14022864,14022722
12214,12214,4,0,14022865,14022723
12214,12214,4,0,14022866,14022724
12214,12214,4,0,14022867,14022725
12214,12214,4,0,14022868,14022746
12214,12214,4,0,14022869,14022747
12214,12214,4,0,14022870,14022748
12214,12214,4,0,14022871,14022749
12214,12214,4,0,14022872,14022750
12214,12214,4,0,14022873,14022751
12214,12214,4,0,14022874,14022752
12214,12214,4,0,14022875,14022753
12214,12214,4,0,14022876,14022754
12214,12214,4,0,14022877,14022726
12214,12214,4,0,14022878,14022727
12214,12214,4,0,14022879,14022728
12214,12214,4,0,14022880,14022729
12214,12214,4,0,14022881,14022730
12214,12214,4,0,14022882,14022731
12214,12214,4,0,14022883,14022732
12214,12214,4,0,14022884,14022733
12214,12214,4,0,14022885,14022734
12214,12214,4,0,14022886,14022735
12214,12214,4,0,14022887,14022736
12214,12214,4,0,14022888,14022737
12214,12214,4,0,14022889,14022738
12214,12214,4,0,14022890,14022739
12214,12214,4,0,14022891,14022740
12214,12214,4,0,14022892,14022741
12214,12214,4,0,14022893,14022742
12214,12214,4,0,14022894,14022743
12214,12214,4,0,14022895,14022744
12214,12214,4,0,14022896,14022745
12214,12214,4,0,14022941,14022788
12214,12214,4,0,14022942,14022789
12214,12214,4,0,14022943,14022790
12214,12214,4,0,14022944,14022791
12214,12214,4,0,14022945,14022792
12214,12214,4,0,14022946,14022793
12214,12214,4,0,14022947,14022794
12214,12214,4,0,14022948,14022795
12214,12214,4,0,14022949,14022796
12214,12214,4,0,14022950,14022815
12214,12214,4,0,14022951,14022797
12214,12214,4,0,14022952,14022785
12214,12214,4,0,14022953,14022786
12214,12214,4,0,14022954,14022787
12214,12214,4,0,14022955,14022798
12214,12214,4,0,14022956,14022799
12214,12214,4,0,14022957,14022800
12214,12214,4,0,14022958,14022801
12214,12214,4,0,14022959,14022802
12214,12214,4,0,14022960,14022803
12214,12214,4,0,14022961,14022810
12214,12214,4,0,14022962,14022811
12214,12214,4,0,14022963,14022804
12214,12214,4,0,14022964,14022805
12214,12214,4,0,14022965,14022806
12214,12214,4,0,14022966,14022807
12214,12214,4,0,14022967,14022808
12214,12214,4,0,14022968,14022809
12214,12214,4,0,14022969,14022812
12214,12214,4,0,14022970,14022813
12214,12214,4,0,14022971,14022814
12214,12214,4,0,14023002,14022841
12214,12214,4,0,14023003,14022842
12214,12214,4,0,14023004,14022843
12214,12214,4,0,14023005,14022844
12214,12214,4,0,14023006,14022845
12214,12214,4,0,14023007,14022846
12214,12214,4,0,14023008,14022848
12214,12214,4,0,14023009,14022850
12214,12214,4,0,14023010,14022847
12214,12214,4,0,14023011,14022849
12214,12214,4,0,14023012,14022851
12214,12214,4,0,14023013,14022834
12214,12214,4,0,14023014,14022835
12214,12214,4,0,14023015,14022836
12214,12214,4,0,14023016,14022837
12214,12214,4,0,14023017,14022838
12214,12214,4,0,14023018,14022839
12214,12214,4,0,14023019,14022840
12214,12214,4,0,14120884,14120887
12217,12217,4,0,14025834,14025878
12217,12217,4,0,14025835,14025879
12217,12217,4,0,14025836,14025880
12217,12217,4,0,14025837,14025881
12217,12217,4,0,14025838,14025882
12217,12217,4,0,14025839,14025883
12217,12217,4,0,14025840,14025884
12217,12217,4,0,14025841,14025885
12217,12217,4,0,14025842,14025886
12217,12217,4,0,14025843,14025887
12217,12217,4,0,14025844,14025888
12217,12217,4,0,14025845,14025889
12217,12217,4,0,14025846,14025890
12217,12217,4,0,14025847,14025891
12217,12217,4,0,14025848,14025892
12217,12217,4,0,14025849,14025893
12217,12217,4,0,14025850,14025894
12217,12217,4,0,14025851,14025895
12217,12217,4,0,14025852,14025896
12217,12217,4,0,14025853,14025897
12217,12217,4,0,14025854,14025898
12217,12217,4,0,14025855,14025899
12217,12217,4,0,14025856,14025867
12217,12217,4,0,14025857,14025869
12217,12217,4,0,14025858,14025870
12217,12217,4,0,14025859,14025871
12217,12217,4,0,14025860,14025872
12217,12217,4,0,14025861,14025873
12217,12217,4,0,14025862,14025874
12217,12217,4,0,14025863,14025875
12217,12217,4,0,14025864,14025876
12217,12217,4,0,14025865,14025877
12217,12217,4,0,14025866,14025868
12217,12217,4,0,14025900,14025955
12217,12217,4,0,14025901,14025957
12217,12217,4,0,14025902,14025956
12217,12217,4,0,14025903,14025958
12217,12217,4,0,14025904,14025959
12217,12217,4,0,14025905,14025961
12217,12217,4,0,14025906,14025960
12217,12217,4,0,14025907,14025962
12217,12217,4,0,14025908,14025932
12217,12217,4,0,14025909,14025933
12217,12217,4,0,14025910,14025934
12217,12217,4,0,14025911,14025935
12217,12217,4,0,14025912,14025936
12217,12217,4,0,14025913,14025937
12217,12217,4,0,14025914,14025938
12217,12217,4,0,14025915,14025939
12217,12217,4,0,14025916,14025940
12217,12217,4,0,14025917,14025941
12217,12217,4,0,14025918,14025942
12217,12217,4,0,14025919,14025943
12217,12217,4,0,14025920,14025944
12217,12217,4,0,14025921,14025945
12217,12217,4,0,14025922,14025946
12217,12217,4,0,14025923,14025947
12217,12217,4,0,14025924,14025948
12217,12217,4,0,14025925,14025949
12217,12217,4,0,14025926,14025950
12217,12217,4,0,14025927,14025951
12217,12217,4,0,14025928,14025952
12217,12217,4,0,14025929,14025953
12217,12217,4,0,14025930,14025954
12217,12217,4,0,14025931,14025963
12217,12217,4,0,14025964,14026017
12217,12217,4,0,14025965,14025993
12217,12217,4,0,14025966,14025994
12217,12217,4,0,14025967,14025995
12217,12217,4,0,14025968,14025996
12217,12217,4,0,14025969,14025997
12217,12217,4,0,14025970,14025998
12217,12217,4,0,14025971,14025999
12217,12217,4,0,14025972,14026000
12217,12217,4,0,14025973,14026004
12217,12217,4,0,14025974,14026005
12217,12217,4,0,14025975,14026006
12217,12217,4,0,14025976,14026007
12217,12217,4,0,14025977,14026008
12217,12217,4,0,14025978,14026009
12217,12217,4,0,14025979,14026010
12217,12217,4,0,14025980,14026011
12217,12217,4,0,14025981,14026012
12217,12217,4,0,14025982,14026013
12217,12217,4,0,14025983,14026014
12217,12217,4,0,14025984,14026015
12217,12217,4,0,14025985,14026016
12217,12217,4,0,14025986,14026018
12217,12217,4,0,14025987,14026019
12217,12217,4,0,14025988,14026020
12217,12217,4,0,14025989,14026001
12217,12217,4,0,14025990,14026002
12217,12217,4,0,14025991,14026003
12217,12217,4,0,14025992,14026021
12227,8657,0,240,,
12227,8672,0,240,,
12227,8676,0,240,,
12227,8685,0,240,,
12227,8687,0,240,,
12227,8688,0,240,,
12227,8689,0,240,,
12227,8690,0,240,,
12227,8691,0,240,,
12227,8755,2,300,,
12228,12210,0,240,,
12228,12211,0,240,,
12228,12212,0,240,,
12228,3155,0,240,,
12228,3242,2,300,,
12229,12210,0,240,,
12229,12211,0,240,,
12229,12212,0,240,,
12229,3155,0,240,,
12230,11940,0,240,,
12230,11941,0,240,,
12230,11942,0,240,,
12230,11943,0,240,,
12230,12320,0,240,,
12231,11940,0,240,,
12231,11941,0,240,,
12231,11942,0,240,,
12231,11943,0,240,,
12231,12020,0,240,,
12231,12022,0,240,,
12231,12319,0,240,,
12231,12320,0,240,,
12231,12332,0,240,,
12232,12240,0,240,,
12232,12241,0,240,,
12232,12242,2,300,,
12233,12240,2,300,,
12233,12242,2,300,,
12234,11229,0,240,,
12234,12321,0,240,,
12234,12322,0,240,,
12234,12647,0,240,,
12234,3053,0,240,,
12234,3067,0,240,,
12234,3195,0,240,,
12234,3204,0,240,,
12234,3334,0,240,,
12234,3394,0,240,,
12234,3533,0,240,,
12234,3769,0,240,,
12234,3904,0,240,,
12234,3927,0,240,,
12234,7643,0,240,,
12235,11229,0,240,,
12235,12321,0,240,,
12235,12647,0,240,,
12235,3053,0,240,,
12235,3067,0,240,,
12235,3195,0,240,,
12235,3204,0,240,,
12235,3334,0,240,,
12235,3394,0,240,,
12235,3533,0,240,,
12235,3769,0,240,,
12235,3904,0,240,,
12235,3906,0,240,,
12235,3927,0,240,,
12235,7643,0,240,,
12239,12208,0,240,,
12240,12233,2,300,,
12241,12232,0,240,,
12241,12233,0,240,,
12241,12240,2,360,,
12242,12233,2,360,,
12242,12242,0,240,,
12264,3984,0,240,,
12264,9178,0,240,,
12267,3315,2,300,,
12267,3331,0,240,,
12272,3315,2,300,,
12272,3331,0,240,,
12277,3314,2,300,,
12277,3333,0,240,,
12291,3633,2,300,,
12291,3656,2,300,,
12293,7167,2,300,,
1231,11588,0,240,,
1231,11589,0,240,,
1231,11606,0,240,,
1231,8044,2,300,,
1231,8073,2,300,,
1231,8754,2,300,,
1231,8763,2,300,,
12318,1387,2,300,,
12318,1482,0,240,,
12318,1709,0,240,,
12318,2742,2,300,,
12318,8139,0,240,,
12318,963,0,240,,
12329,10471,2,360,,
12330,415,2,300,,
12331,12823,2,420,,
12331,4494,2,420,,
12345,3376,0,240,,
12348,1013,2,300,,
12348,11429,0,240,,
12349,10827,2,300,,
12349,4065,2,360,,
12375,12375,0,240,,
12375,8535,2,300,,
12381,12381,4,0,14048443,14048474
12381,12381,4,0,14048444,14048475
12381,12381,4,0,14048445,14048476
12381,12381,4,0,14048446,14048477
12381,12381,4,0,14048447,14048478
12381,12381,4,0,14048448,14048479
12381,12381,4,0,14048449,14048480
12381,12381,4,0,14048450,14048481
12381,12381,4,0,14048451,14048482
12381,12381,4,0,14048452,14048483
12381,12381,4,0,14048453,14048484
12381,12381,4,0,14048454,14048485
12381,12381,4,0,14048455,14048486
12381,12381,4,0,14048456,14048487
12381,12381,4,0,14048457,14048488
12381,12381,4,0,14048458,14048489
12381,12381,4,0,14048459,14048490
12381,12381,4,0,14048460,14048491
12381,12381,4,0,14048461,14048492
12381,12381,4,0,14048462,14048468
12381,12381,4,0,14048463,14048469
12381,12381,4,0,14048464,14048470
12381,12381,4,0,14048465,14048471
12381,12381,4,0,14048466,14048472
12381,12381,4,0,14048467,14048473
12381,12381,4,0,14048493,14048513
12381,12381,4,0,14048494,14048514
12381,12381,4,0,14048495,14048515
12381,12381,4,0,14048496,14048516
12381,12381,4,0,14048497,14048517
12381,12381,4,0,14048498,14048518
12381,12381,4,0,14048499,14048519
12381,12381,4,0,14048500,14048520
12381,12381,4,0,14048501,14048522
12381,12381,4,0,14048502,14048523
12381,12381,4,0,14048503,14048524
12381,12381,4,0,14048504,14048525
12381,12381,4,0,14048505,14048526
12381,12381,4,0,14048506,14048527
12381,12381,4,0,14048507,14048528
12381,12381,4,0,14048508,14048529
12381,12381,4,0,14048509,14048530
12381,12381,4,0,14048510,14048531
12381,12381,4,0,14048511,14048532
12381,12381,4,0,14048512,14048521
12381,12381,4,0,14048533,14048558
12381,12381,4,0,14048534,14048559
